id,ano,nome,UF,partido,categoria,igreja,corp_pentecostal,evangelico,primeira,sexo,capilaridade,filiados,posicao,decil_filiados,decil_deputados,num_votos,perc_votos,perc_agp,perc_agr,perc_com,perc_fin,perc_ind,perc_inf,perc_ser,perc_pf,perc_rp,receita_agp,receita_agr,receita_com,receita_fin,receita_ind,receita_inf,receita_pf,receita_rp,receita_ser,total_receita
585573,2018,RENILDO VASCONCELOS CALHEIROS,PE,PC do B,ESQUERDA,,0,0,0,0,0.784,397452,-0.69,0.70,0.50,57919,0.93,0.75,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1353795.22,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,1383795.22
578798,2018,JANDIRA FEGHALI,RJ,PC do B,ESQUERDA,,0,0,0,1,0.868,397452,-0.69,0.70,0.50,71646,0.99,0.98,0.00,0.00,0.00,0.00,0.00,0.24,0.78,0.00,1556403.10,0.00,0.00,0.00,0.00,0.00,31740.10,0.00,2600.00,1590743.20
581502,2018,ORLANDO SILVA DE JESUS JUNIOR,SP,PC do B,ESQUERDA,,0,0,0,0,0.679,397452,-0.69,0.70,0.50,64822,0.96,0.90,0.00,0.00,0.62,0.32,0.00,0.76,0.85,0.00,1207203.63,0.00,0.00,42000.00,4000.00,0.00,44603.30,0.00,115001.15,1412808.08
583184,2018,RUBENS PEREIRA E SILVA JUNIOR,MA,PC do B,ESQUERDA,,0,0,0,0,0.762,397452,-0.69,0.70,0.50,111584,0.98,0.64,0.00,0.78,0.00,0.00,0.00,0.60,0.82,0.00,802629.20,0.00,49000.00,0.00,0.00,0.00,72000.00,0.00,20000.00,943629.20
583186,2018,MÁRCIO JERRY SARAIVA BARROSO,MA,PC do B,ESQUERDA,,0,0,0,0,0.894,397452,-0.69,0.70,0.50,134223,0.99,0.65,0.00,0.72,0.00,0.00,0.20,0.64,0.81,0.56,805336.82,0.00,43000.00,0.00,0.00,2000.00,69500.00,4323.00,26500.00,950659.82
584250,2018,DANIEL GOMES DE ALMEIDA,BA,PC do B,ESQUERDA,,0,0,0,0,0.785,397452,-0.69,0.70,0.50,114213,0.97,0.82,0.14,0.36,0.00,0.55,0.66,0.58,0.80,0.79,1494398.94,2000.00,6000.00,0.00,4000.00,28500.00,75050.00,48000.00,24050.00,1681998.94
584248,2018,ALICE MAZZUCO PORTUGAL,BA,PC do B,ESQUERDA,,0,0,0,1,0.846,397452,-0.69,0.70,0.50,126595,0.99,0.82,0.00,0.55,0.10,0.00,0.36,0.53,0.83,0.82,1460785.82,0.00,11500.00,250.00,0.00,5000.00,113857.51,99372.57,22000.00,1712765.90
583974,2018,MARIA PERPETUA DE ALMEIDA,AC,PC do B,ESQUERDA,,0,0,0,1,0.933,397452,-0.69,0.70,0.50,18374,0.93,0.83,0.00,0.00,0.00,0.00,0.00,0.12,0.32,0.00,899232.95,0.00,0.00,0.00,0.00,0.00,7064.00,0.00,1013.40,907310.35
583882,2018,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,AP,PC do B,ESQUERDA,,0,0,0,1,0.920,397452,-0.69,0.70,0.50,14196,0.96,0.90,0.00,0.21,0.00,0.00,0.00,0.50,0.57,0.00,896500.00,0.00,2000.00,0.00,0.00,0.00,21000.00,0.00,11500.00,931000.00
584038,2018,JESUS SERGIO DE MENEZES,AC,PDT,ESQUERDA,,0,0,0,0,0.622,1256892,-0.36,0.90,0.70,9537,0.84,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,58061.66,0.00,0.00,0.00,0.00,0.00,8500.00,0.00,0.00,66561.66
581689,2018,TABATA CLAUDIA AMARAL DE PONTES,SP,PDT,ESQUERDA,,0,0,1,1,0.824,1256892,-0.36,0.90,0.70,264450,1.00,0.71,0.35,0.75,0.81,0.75,0.65,0.83,0.91,0.00,100000.00,11500.00,134300.00,260620.00,87600.00,95727.62,99619.00,0.00,500329.98,1289696.60
578386,2018,SILVIA CRISTINA AMANCIO CHAGAS,RO,PDT,ESQUERDA,,0,0,0,1,0.855,1256892,-0.36,0.90,0.70,33038,0.95,0.64,0.00,0.00,0.00,0.00,0.00,0.84,0.75,0.00,171817.89,0.00,0.00,0.00,0.00,0.00,58100.00,0.00,80100.00,310017.89
583594,2018,GILLIANO FRED NASCIMENTO CUTRIM,MA,PDT,ESQUERDA,,0,0,1,0,0.815,1256892,-0.36,0.90,0.70,72038,0.92,0.53,0.00,0.75,0.00,0.00,0.00,0.52,0.72,0.00,152762.00,0.00,44350.00,0.00,0.00,0.00,33000.00,0.00,13972.82,244084.82
585356,2018,GUSTAVO BONATO FRUET,PR,PDT,ESQUERDA,,0,0,0,0,0.730,1256892,-0.36,0.90,0.70,113252,0.99,0.69,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,450000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131116.21,581116.21
584431,2018,ANDRE PEIXOTO FIGUEIREDO LIMA,CE,PDT,ESQUERDA,,0,0,0,0,0.891,1256892,-0.36,0.90,0.70,103385,0.95,0.72,0.01,0.59,0.00,0.08,0.31,0.40,0.79,0.00,721390.00,1000.00,12000.00,0.00,1000.00,12000.00,67725.00,0.00,7500.00,822615.00
579480,2018,PAULO SERGIO RAMOS BARBOZA,RJ,PDT,ESQUERDA,,0,0,0,0,0.821,1256892,-0.36,0.90,0.70,25557,0.94,0.86,0.00,0.00,0.00,0.00,0.00,0.52,0.69,0.76,162648.65,0.00,0.00,0.00,0.00,0.00,13500.00,9999.99,13250.00,199398.64
584432,2018,MARCOS ROBERIO RIBEIRO MONTEIRO,CE,PDT,ESQUERDA,,0,0,0,0,0.791,1256892,-0.36,0.90,0.70,131275,0.97,0.00,0.88,0.00,0.00,0.00,0.00,0.43,0.77,0.00,0.00,118200.00,0.00,0.00,0.00,0.00,54430.00,0.00,9200.00,181830.00
579833,2018,FRANCISCO JOSE D ANGELO PINTO,RJ,PDT,ESQUERDA,,0,0,0,0,0.626,1256892,-0.36,0.90,0.70,26417,0.94,0.91,0.00,0.46,0.00,0.00,0.01,0.62,0.80,0.83,518022.40,0.00,10050.00,0.00,0.00,1001.00,32850.00,20655.00,27123.08,609701.48
584436,2018,CARLOS MAURO BENEVIDES FILHO,CE,PDT,ESQUERDA,,0,0,0,0,0.865,1256892,-0.36,0.90,0.70,157510,0.99,0.00,0.63,0.84,0.94,0.00,0.84,0.63,0.78,0.75,1390.00,15000.00,275500.00,80500.00,0.00,103000.00,60500.00,10000.00,152346.70,698236.70
582776,2018,FLAVIA CARREIRO ALBUQUERQUE MORAIS,GO,PDT,ESQUERDA,,0,0,0,1,0.937,1256892,-0.36,0.90,0.70,169774,1.00,0.96,0.00,0.56,0.00,0.00,0.00,0.72,0.49,0.00,1518887.19,0.00,30000.00,0.00,0.00,0.00,5954.00,0.00,93000.00,1647841.19
584437,2018,EDUARDO HENRIQUE MAIA BISMARCK,CE,PDT,ESQUERDA,,0,0,0,0,0.679,1256892,-0.36,0.90,0.70,87009,0.93,0.00,0.50,0.00,0.29,0.79,0.00,0.67,0.24,0.00,1390.00,14550.00,0.00,4999.00,25000.00,0.00,1500.00,0.00,463010.14,510449.14
584438,2018,ANTONIO IDILVAN DE LIMA ALENCAR,CE,PDT,ESQUERDA,,0,0,1,0,0.971,1256892,-0.36,0.90,0.70,154338,0.98,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.82,0.81,0.00,0.00,0.00,0.00,0.00,2000.00,183500.00,27600.00,0.00,213100.00
584439,2018,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,CE,PDT,ESQUERDA,,0,0,0,0,0.732,1256892,-0.36,0.90,0.70,102417,0.94,0.66,0.00,0.76,0.00,0.00,0.60,0.48,0.20,0.00,506890.00,0.00,46020.00,0.00,0.00,45440.00,1000.00,0.00,20000.00,619350.00
579343,2018,DARCI POMPEO DE MATTOS,RS,PDT,ESQUERDA,,0,0,0,0,0.863,1256892,-0.36,0.90,0.70,80427,0.94,0.86,0.00,0.01,0.00,0.00,0.26,0.43,0.58,0.90,551220.00,0.00,160.00,0.00,0.00,3000.00,11900.00,35000.00,6500.00,607780.00
579344,2018,MARLON ARATOR SANTOS DA ROSA,RS,PDT,ESQUERDA,,0,0,0,0,0.896,1256892,-0.36,0.90,0.70,116483,0.99,0.76,0.00,0.39,0.00,0.56,0.00,0.46,0.70,0.00,150000.00,0.00,5900.00,0.00,14930.00,0.00,27890.00,0.00,7000.00,205720.00
579347,2018,AFONSO ANTUNES DA MOTTA,RS,PDT,ESQUERDA,,0,0,0,0,0.817,1256892,-0.36,0.90,0.70,65712,0.93,0.84,0.44,0.01,0.00,0.00,0.00,0.93,0.71,0.00,501220.00,10000.00,160.00,0.00,0.00,0.00,32221.30,0.00,1054750.00,1598351.30
583929,2018,FELIX DE ALMEIDA MENDONÇA JUNIOR,BA,PDT,ESQUERDA,,0,0,0,0,0.793,1256892,-0.36,0.90,0.70,91913,0.95,0.73,0.71,0.00,0.00,0.00,0.77,0.45,0.21,0.00,800355.13,100000.00,0.00,0.00,0.00,339000.00,1000.00,0.00,10000.00,1250355.13
584871,2018,WOLNEY QUEIROZ MACIEL,PE,PDT,ESQUERDA,,0,0,0,0,0.815,1256892,-0.36,0.90,0.70,82592,0.96,0.64,0.00,0.70,0.00,0.00,0.00,0.00,0.72,0.00,665000.00,0.00,52210.98,0.00,0.00,0.00,36000.00,0.00,0.00,753210.98
583918,2018,ALEX MARCO SANTANA SOUSA,BA,PDT,ESQUERDA,AD,1,1,0,0,0.845,1256892,-0.36,0.90,0.70,62922,0.91,0.22,0.00,0.00,0.61,0.00,0.00,0.00,0.73,0.00,4100.00,0.00,0.00,45000.00,0.00,0.00,28650.00,0.00,0.00,77750.00
581986,2018,FABIO HENRIQUE SANTANA DE CARVALHO,SE,PDT,ESQUERDA,,0,0,0,0,0.852,1256892,-0.36,0.90,0.70,35226,0.90,0.85,0.00,0.27,0.00,0.00,0.00,0.78,0.88,0.00,225502.50,0.00,2000.00,0.00,0.00,0.00,37750.00,0.00,35750.00,301002.50
584877,2018,TÚLIO GADELHA SALES DE MELO,PE,PDT,ESQUERDA,,0,0,0,0,0.864,1256892,-0.36,0.90,0.70,75642,0.95,0.53,0.00,0.00,0.00,0.00,0.00,0.13,0.75,0.75,109097.96,0.00,0.00,0.00,0.00,0.00,41296.35,11510.00,1680.00,163584.31
585592,2018,FLAVIO RODRIGUES NOGUEIRA,PI,PDT,ESQUERDA,,0,0,0,0,0.870,1256892,-0.36,0.90,0.70,111672,0.98,0.84,0.00,0.00,0.00,0.00,0.00,0.80,0.51,0.98,603550.00,0.00,0.00,0.00,0.00,0.00,7062.90,69540.00,50967.30,731120.20
582629,2018,ANTÔNIO SERGIO ALVES VIDIGAL,ES,PDT,ESQUERDA,Batista,0,1,0,0,0.862,1256892,-0.36,0.90,0.70,73030,0.98,0.84,0.00,0.01,0.00,0.34,0.75,0.33,0.85,0.00,821588.07,0.00,1000.00,0.00,4500.00,12000.00,57000.00,0.00,7500.00,903588.07
586794,2018,DAGOBERTO NOGUEIRA FILHO,MS,PDT,ESQUERDA,,0,0,0,0,0.929,1256892,-0.36,0.90,0.70,40233,0.94,0.88,0.01,0.59,1.00,0.25,0.00,0.75,0.89,0.84,582890.00,1500.00,20250.00,13500.00,3050.00,0.00,336375.00,829854.00,53400.00,1840819.00
583346,2018,MÁRIO LÚCIO HERINGER,MG,PDT,ESQUERDA,,0,0,0,0,0.761,1256892,-0.36,0.90,0.70,89046,0.97,0.87,0.00,0.69,0.00,0.00,0.43,0.87,0.66,0.00,531633.29,0.00,53000.00,0.00,0.00,10199.84,22500.00,0.00,1648498.57,2265831.70
583348,2018,LUIZ GONZAGA RIBEIRO,MG,PDT,ESQUERDA,,0,0,0,0,0.822,1256892,-0.36,0.90,0.70,93932,0.98,0.86,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,500956.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40000.00,540956.69
585239,2018,DAMIÃO FELICIANO DA SILVA,PB,PDT,ESQUERDA,,0,0,0,0,0.918,1256892,-0.36,0.90,0.70,100876,0.98,0.88,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,574538.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7979.20,582517.20
585891,2018,MARCELO GUILHERME DE ARO FERREIRA,MG,PHS,DIREITA,,0,0,0,0,0.707,215218,-0.49,0.50,0.30,107219,0.98,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1876696.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1876696.94
585940,2018,FRANCO CARTAFINA GOMES,MG,PHS,DIREITA,,0,0,0,0,0.154,215218,-0.49,0.50,0.30,53390,0.94,0.77,0.23,0.72,0.47,0.00,0.29,0.69,0.25,0.00,119106.35,8000.00,60673.13,25000.00,0.00,4900.00,2000.00,0.00,85000.00,304679.48
584699,2018,ANDERSON MACHADO DE JESUS,BA,PHS,DIREITA,,0,0,0,0,0.792,215218,-0.49,0.50,0.30,54858,0.91,0.29,0.00,0.00,0.00,0.00,0.00,0.36,0.71,0.00,7024.00,0.00,0.00,0.00,0.00,0.00,23986.00,0.00,5000.00,36010.00
584703,2018,JOSE ABILIO SILVA DE SANTANA,BA,PHS,DIREITA,AD,1,1,0,0,0.814,215218,-0.49,0.50,0.30,50345,0.90,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,34500.00,0.00,0.00,0.00,0.00,0.00,3250.00,0.00,0.00,37750.00
584995,2018,FERNANDO RODOLFO TENORIO DE VASCONCELOS,PE,PHS,DIREITA,Outras,0,1,1,0,0.528,215218,-0.49,0.50,0.30,52824,0.92,0.55,0.00,0.51,0.00,0.00,0.00,0.37,0.87,0.00,142250.20,0.00,19430.00,0.00,0.00,0.00,68130.00,0.00,5882.00,235692.20
580375,2018,GELSON DE AZEVEDO ALMEIDA,RJ,PHS,DIREITA,Outras,0,1,0,0,0.632,215218,-0.49,0.50,0.30,28216,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.32,0.00,300.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,376800.00,379100.00
585863,2018,JOSE VITOR DE RESENDE AGUIAR,MG,PMN,DIREITA,,0,0,0,0,0.336,221145,0.35,0.50,0.20,32833,0.91,0.78,0.34,0.45,0.31,0.47,0.00,0.53,0.56,0.00,150075.00,17000.00,10000.00,10000.00,12000.00,0.00,12300.00,0.00,20666.66,232041.66
583249,2018,GILDENEMIR DE LIMA SOUSA,MA,PMN,DIREITA,AD,1,1,1,0,0.767,221145,0.35,0.50,0.20,47757,0.88,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107800.00
583250,2018,EDUARDO SALIM BRAIDE,MA,PMN,DIREITA,,0,0,0,0,0.761,221145,0.35,0.50,0.20,189843,1.00,0.57,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,403760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45000.00,448760.00
585507,2018,DIEGO ALEXSANDER GONÇALO PAULA GARCIA,PR,PODE,CENTRO,,0,0,0,0,0.867,167160,0.30,0.40,0.60,103154,0.98,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.40,504760.00,0.00,0.00,0.00,0.00,0.00,1690.00,1750.00,0.00,508200.00
583231,2018,ALUISIO GUIMARÃES MENDES FILHO,MA,PODE,CENTRO,,0,0,0,0,0.790,167160,0.30,0.40,0.60,105778,0.97,0.60,0.00,0.00,0.00,0.00,0.00,0.77,0.69,0.81,607910.72,0.00,0.00,0.00,0.00,0.00,26000.00,200000.00,41000.00,874910.72
578530,2018,LEONARDO BARRETO DE MORAES,RO,PODE,CENTRO,Metodista,0,1,0,0,0.921,167160,0.30,0.40,0.60,69565,1.00,0.77,1.00,0.33,0.00,0.00,0.72,0.42,0.84,0.00,623988.50,206010.00,3400.00,0.00,0.00,3285.00,126327.00,0.00,11731.00,974741.50
586136,2018,IGOR TARCIANO TIMO,MG,PODE,CENTRO,,0,0,1,0,0.614,167160,0.30,0.40,0.60,60509,0.95,0.33,0.00,0.87,0.00,0.00,0.00,0.00,0.58,0.00,3766.69,0.00,2100000.00,0.00,0.00,0.00,13900.00,0.00,0.00,2117666.69
583484,2018,JOSÉ NELTO LAGARES DAS MERCEZ,GO,PODE,CENTRO,,0,0,0,0,0.841,167160,0.30,0.40,0.60,61809,0.92,0.83,0.00,0.00,0.00,0.00,0.67,0.53,0.79,0.00,324293.00,0.00,0.00,0.00,0.00,2013334.71,45471.20,0.00,11087.78,2394186.69
584601,2018,JOÃO CARLOS BACELAR BATISTA,BA,PODE,CENTRO,,0,0,0,0,0.770,167160,0.30,0.40,0.60,149274,1.00,0.76,0.00,0.30,0.19,0.00,0.16,0.65,0.78,0.00,860310.00,0.00,4500.00,500.00,0.00,2000.00,66500.00,0.00,31940.47,965750.47
582187,2018,ROBERTO ALVES DE LUCENA,SP,PODE,CENTRO,Brasil para Cristo,1,1,0,0,0.707,167160,0.30,0.40,0.60,56033,0.95,0.88,0.00,0.74,0.00,0.00,0.59,0.40,0.67,0.00,1031000.00,0.00,133138.00,0.00,0.00,60000.00,12100.00,0.00,8700.00,1244938.00
582167,2018,MARCO ANTONIO FELICIANO,SP,PODE,CENTRO,AD,1,1,0,0,0.838,167160,0.30,0.40,0.60,239784,1.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1289772.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1289772.55
582168,2018,RENATA HELLMEISTER DE ABREU,SP,PODE,CENTRO,,0,0,0,1,0.717,167160,0.30,0.40,0.60,161239,1.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2030159.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2030159.55
584815,2018,RICARDO TEOBALDO CAVALCANTI,PE,PODE,CENTRO,,0,0,0,0,0.598,167160,0.30,0.40,0.60,73551,0.95,0.69,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,1001370.00,0.00,0.00,0.00,0.00,6400.00,0.00,0.00,0.00,1007770.00
586575,2018,JOSE ANTONIO DOS SANTOS MEDEIROS,MT,PODE,CENTRO,Presbiteriana,0,1,0,0,0.954,167160,0.30,0.40,0.60,82528,1.00,0.87,0.59,0.71,0.00,0.00,0.75,0.92,0.89,0.00,976721.50,170000.00,201000.00,0.00,0.00,60000.00,104201.00,0.00,103000.00,1614922.50
578458,2018,HIRAN MANUEL GONÇALVES DA SILVA,RR,PP,DIREITA,,0,0,0,0,0.975,1444626,0.60,1.00,1.00,13299,0.99,0.93,0.00,0.65,1.00,0.67,0.00,0.73,0.94,0.00,1726297.20,0.00,6766.54,6043.86,7891.56,0.00,311511.39,0.00,31306.01,2089816.56
585244,2018,AGUINALDO VELLOSO BORGES RIBEIRO,PB,PP,DIREITA,Batista,0,1,0,0,0.932,1444626,0.60,1.00,1.00,120220,1.00,0.97,0.00,0.60,0.00,0.00,1.00,0.00,0.00,0.00,1252039.02,0.00,30000.00,0.00,0.00,338500.00,0.00,0.00,0.00,1620539.02
584213,2018,ATILA SIDNEY LINS DE ALBUQUERQUE,AM,PP,DIREITA,,0,0,0,0,0.895,1444626,0.60,1.00,1.00,118700,0.99,0.97,0.00,0.00,0.00,0.00,0.00,0.47,0.81,0.00,1962137.21,0.00,0.00,0.00,0.00,0.00,37810.00,0.00,29908.00,2029855.21
586403,2018,NERI GELLER,MT,PP,DIREITA,,0,0,0,0,0.937,1444626,0.60,1.00,1.00,73072,0.98,0.93,0.74,0.77,0.00,0.86,0.00,0.87,0.00,0.00,1676814.16,296901.64,236949.61,0.00,161150.00,0.00,0.00,0.00,70000.00,2441815.41
578764,2018,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,RN,PP,DIREITA,,0,0,0,0,0.880,1444626,0.60,1.00,1.00,71092,0.94,0.83,0.00,0.00,0.00,0.56,0.00,0.68,0.55,0.00,1287550.00,0.00,0.00,0.00,21500.00,0.00,3936.00,0.00,22300.00,1335286.00
583792,2018,ANDRE DOS SANTOS ABDON,AP,PP,DIREITA,AD,1,1,0,0,0.950,1444626,0.60,1.00,1.00,12856,0.93,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,1635949.45,0.00,0.00,0.00,0.00,0.00,41976.00,0.00,0.00,1677925.45
581690,2018,GUILHERME MURARO DERRITE,SP,PP,DIREITA,,0,0,1,0,0.792,1444626,0.60,1.00,1.00,119034,0.99,0.86,0.00,0.42,0.00,0.48,0.00,0.62,0.35,0.00,790000.00,0.00,10000.00,0.00,10000.00,0.00,2500.00,0.00,30000.00,842500.00
581891,2018,ANGELA REGINA HEINZEN AMIN HELOU,SC,PP,DIREITA,,0,0,0,1,0.934,1444626,0.60,1.00,1.00,86189,0.97,0.91,0.17,0.67,0.00,0.24,0.44,0.78,0.96,0.00,2319720.00,1548.97,19743.74,0.00,4026.73,9234.71,73873.36,0.00,70665.39,2498812.90
581693,2018,FAUSTO RUY PINATO,SP,PP,DIREITA,IURD,1,1,0,0,0.682,1444626,0.60,1.00,1.00,118684,0.98,0.93,0.20,0.00,0.06,0.00,0.00,0.52,0.68,0.14,1890692.00,4000.00,0.00,1000.00,0.00,0.00,13000.00,225.00,15132.31,1924049.31
581694,2018,RICARDO IZAR JUNIOR,SP,PP,DIREITA,,0,0,0,0,0.788,1444626,0.60,1.00,1.00,121869,0.99,0.93,0.30,0.70,0.79,0.00,0.37,0.00,0.31,0.00,1970177.00,10000.00,86500.00,209950.00,0.00,10000.00,2000.00,0.00,0.00,2288627.00
581695,2018,GUILHERME MUSSI FERREIRA,SP,PP,DIREITA,,0,0,0,0,0.678,1444626,0.60,1.00,1.00,134301,0.99,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1773401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1773401.00
578378,2018,DIRLAINE JAQUELINE CASSOL,RO,PP,DIREITA,,0,0,0,1,0.945,1444626,0.60,1.00,1.00,34193,0.96,0.85,0.00,0.51,0.00,0.01,0.86,0.00,0.87,0.00,2110000.00,0.00,10300.00,0.00,1000.00,95000.00,194562.00,0.00,0.00,2410862.00
583654,2018,ANDRE LUIZ CARVALHO RIBEIRO,MA,PP,DIREITA,,0,0,0,0,0.814,1444626,0.60,1.00,1.00,105606,0.96,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.65,2311961.00,0.00,0.00,0.00,0.00,0.00,40000.00,10000.00,0.00,2361961.00
583958,2018,ARTHUR CESAR PEREIRA DE LIRA,AL,PP,DIREITA,,0,0,0,0,0.943,1444626,0.60,1.00,1.00,143858,0.98,0.94,0.00,0.00,0.00,0.00,0.00,0.69,0.70,0.00,1701707.16,0.00,0.00,0.00,0.00,0.00,19045.00,0.00,21041.00,1741793.16
585365,2018,RICARDO JOSE MAGALHÃES BARROS,PR,PP,DIREITA,,0,0,0,0,0.708,1444626,0.60,1.00,1.00,80025,0.96,0.81,0.71,0.00,0.44,0.60,0.00,0.40,0.76,0.00,1709838.83,200000.00,0.00,10000.00,20000.00,0.00,45000.00,0.00,10000.00,1994838.83
585369,2018,JOSE CARLOS SCHIAVINATO,PR,PP,DIREITA,,0,0,0,0,0.516,1444626,0.60,1.00,1.00,75540,0.95,0.76,0.00,0.43,0.00,0.12,0.41,0.51,0.73,0.00,1090692.00,0.00,6500.00,0.00,1500.00,6000.00,35682.00,0.00,23605.51,1163979.51
579843,2018,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,RJ,PP,DIREITA,,0,0,1,0,0.870,1444626,0.60,1.00,1.00,103745,1.00,0.95,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,996962.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150000.00,1146962.99
579845,2018,CHRISTINO ÁUREO DA SILVA,RJ,PP,DIREITA,,0,0,0,0,0.763,1444626,0.60,1.00,1.00,47101,0.98,0.96,0.00,0.91,0.00,0.58,0.00,0.73,0.90,0.00,1046453.54,0.00,376350.00,0.00,25000.00,0.00,133199.99,0.00,65500.00,1646503.53
582774,2018,ALCIDES RIBEIRO FILHO,GO,PP,DIREITA,,0,0,0,0,0.838,1444626,0.60,1.00,1.00,88545,0.96,0.92,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,1156940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1314000.00,2470940.00
582745,2018,ADRIANO ANTÔNIO AVELAR,GO,PP,DIREITA,,0,0,1,0,0.876,1444626,0.60,1.00,1.00,77729,0.95,0.98,0.00,0.79,0.00,0.69,0.00,0.00,0.45,0.00,2255692.00,0.00,102000.00,0.00,37390.00,0.00,5300.00,0.00,0.00,2400382.00
584444,2018,ANTONIO JOSE AGUIAR ALBUQUERQUE,CE,PP,DIREITA,,0,0,0,0,0.871,1444626,0.60,1.00,1.00,132319,0.98,0.76,0.00,0.00,0.00,0.00,0.25,0.00,0.37,0.00,968077.50,0.00,0.00,0.00,0.00,10000.00,3750.00,0.00,0.00,981827.50
583101,2018,CELINA LEAO HIZIM,DF,PP,DIREITA,Outras,0,1,0,1,0.947,1444626,0.60,1.00,1.00,31610,0.95,0.84,0.00,0.17,0.00,0.59,0.00,0.05,0.83,0.00,2167761.25,0.00,1125.00,0.00,5000.00,0.00,46500.00,0.00,600.00,2220986.25
579350,2018,JOSÉ ALFONSO EBERT HAMM,RS,PP,DIREITA,,0,0,0,0,0.787,1444626,0.60,1.00,1.00,100018,0.97,0.93,0.00,0.48,0.00,0.03,0.00,0.53,0.71,0.61,1497040.00,0.00,10000.00,0.00,1000.00,0.00,32500.00,3500.00,8800.00,1552840.00
579157,2018,PEDRO BANDARRA WESTPHALEN,RS,PP,DIREITA,,0,0,0,0,0.824,1444626,0.60,1.00,1.00,97163,0.96,0.92,0.34,0.78,0.56,0.20,0.58,0.84,0.76,0.00,1177040.00,5000.00,83380.00,5100.00,2500.00,23500.00,74940.00,0.00,74000.00,1445460.00
583931,2018,RONALDO CARLETTO,BA,PP,DIREITA,,0,0,0,0,0.710,1444626,0.60,1.00,1.00,118097,0.98,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,1315484.80,0.00,0.00,0.00,0.00,0.00,0.00,326100.00,0.00,1641584.80
582001,2018,LAERCIO JOSE DE OLIVEIRA,SE,PP,DIREITA,Presbiteriana,0,1,0,0,0.979,1444626,0.60,1.00,1.00,68014,1.00,0.99,0.00,0.93,0.00,0.00,0.00,0.48,0.80,0.00,1733330.16,0.00,25000.00,0.00,0.00,0.00,10703.42,0.00,5500.00,1774533.58
579159,2018,JERÔNIMO PIZZOLOTTO GOERGEN,RS,PP,DIREITA,,0,0,0,0,0.859,1444626,0.60,1.00,1.00,89707,0.95,0.93,0.79,0.86,0.00,0.82,0.03,0.90,0.75,0.39,1497040.00,272000.00,260100.00,0.00,90000.00,1064.00,51835.00,1250.00,163100.00,2336389.00
584879,2018,FERNANDO MONTEIRO DE ALBUQUERQUE,PE,PP,DIREITA,,0,0,0,0,0.750,1444626,0.60,1.00,1.00,82071,0.96,0.79,0.86,0.54,0.72,0.00,0.69,0.67,0.00,0.00,2108488.00,100000.00,20101.17,60000.00,0.00,39999.98,0.00,0.00,39000.00,2367589.15
583934,2018,CLAUDIO CAJADO SAMPAIO,BA,PP,DIREITA,,0,0,0,0,0.697,1444626,0.60,1.00,1.00,104322,0.96,0.85,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2102942.00,132400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2235342.00
